date,prices,headlines,y
2018-01-29,"[25574.73, 25803.19, 25792.86, 26115.65, 26017.81, 26071.72, 26214.6, 26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99]","['Stocks With Rising Composite Ratings: Applied Industrial Technologies', ""Notable earnings before Tuesday's open"", ""Key Factors That May Impact Microsoft's (MSFT) Q2 Earnings"", 'Trump blasts EU trade relationship', ""Can an Improving End-Market Drive AMETEK's (AME) Q4 Earnings?""]",0
2018-01-30,"[25803.19, 25792.86, 26115.65, 26017.81, 26071.72, 26214.6, 26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27]","['The First of Long Island misses by $0.03, misses on revenue', 'Chain store sales keep up +3% pace', 'Opus goes ex-dividend tomorrow', 'Solid Biosciences slips on potential AAV toxicity', 'Alexandria (ARE) Q4 FFO & Revenues Improve, Miss Estimates']",0
2018-01-31,"[25792.86, 26115.65, 26017.81, 26071.72, 26214.6, 26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03]","['FPA Crescent Fund Q4 2017 Commentary: Sovereign Debt Craziness', 'Finding Value In An Overinflated Market', 'W.R. Berkley Looking To Better Days, But The Market Is Already There', ""Veeva Systems' Product Portfolio Strong, Competition Rife"", ""Notable earnings after Thursday's close""]",1
2018-02-01,"[26115.65, 26017.81, 26071.72, 26214.6, 26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2]","['Vertex (VRTX) Q4 Earnings Beat on Strong CF Products Sales', ""Buy Facebook Instead Of Snap - Cramer's Lightning Round (1/31/18)"", 'RiverPark Large Growth Fund Q4 2017 Performance Summary', 'Stocks To Watch: VMware Sees Relative Strength Rating Jump To 83', 'Financials - Top 5 Gainers / Losers as of 1:00 PM (02/01/2018)']",1
2018-02-02,"[26017.81, 26071.72, 26214.6, 26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98]","['Peter Lynch Taught Me to Invest in Ulta Beauty', ""Generic drug makers in the red on market's down day"", 'ARADIGM ALERT: Faruqi & Faruqi, LLP Encourages Investors Who Suffered Losses Exceeding ...', 'Aradigm: Points Of Discussion', 'Tenet board to review proposal for less-stringent requirements for activist investor-initiated changes']",0
2018-02-05,"[26071.72, 26214.6, 26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06]","['Bears Feast Again As Early Bounce Fades; Fear Gauge Spikes Again', 'Weighing Pros And Cons Of Celgene', 'If I Had To Build An Income Portfolio Today - Update 26', 'Europe drops more than 1.5% to lowest since November', 'Elliott renews call for BHP Billiton to scrap dual listing']",0
2018-02-06,"[26214.6, 26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76]","['My Dividend Growth Portfolio - 46 Holdings, 1 Buy, 2 Sells', 'Financials - Top 5 Gainers / Losers as of 1:00 PM (02/06/2018)', 'Manhattan Bridge Capital declares $0.12 dividend', 'Pettee Investors, Inc. Buys Genesee & Wyoming Inc, Humana Inc, Mylan NV, Sells American ...', 'Carlyle Group - Billions In Growth Potential']",1
2018-02-07,"[26210.81, 26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12]","[""Denbury to Present at the —'rd Annual Credit Suisse Energy Summit; Announces Release Date ..."", ""The Zacks Analyst Blog Highlights: Brinker International, Kimberly-Clark, Northwest Bancshares, Macy's and Occidental Petroleum"", 'Cooke & Bieler Lp Buys Johnson Controls International PLC, Arrow Electronics Inc, Verizon ...', ""Why I've Been Selling Consumer Staples"", 'Guns And Butter May Resolve U.S. Legislative Logjam']",0
2018-02-08,"[26252.12, 26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36]","['Stocks To Watch: FCB Financial Sees RS Rating Rise To 83', 'Francisco García Paramés Buys Israel Chemicals, Petrofac, Tecnicas Reunidas SA, Sells Aryzta ...', 'Upcoming Dividends; 75 Companies, 33 Increases, 18 Double Digit Increases!', ""CM Finance's (CMFN) CEO Michael Mauer on Q2 2018 Results - Earnings Call Transcript"", 'Southwest Airlines Posts Impressive January Traffic Figures']",0
2018-02-09,"[26392.79, 26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21]","['Lydall to Report Fourth Quarter and Year Ended —…–7 Results', 'Tiff Advisory Services Inc Buys Vanguard S&P 5……, Sells Vanguard FTSEEuropean, ...', 'Ocwen: Continued Battle Of Big Money Investors', 'US Companies Give Back as a Result of Tax Overhaul', 'This Dividend Champion Is Offering A Discount On Its Share Price']",1
2018-02-12,"[26616.71, 26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74]","['Trump to unveil infrastructure plan', 'Emerson Electric Shows Rising Price Performance With Jump To 82 RS Rating', 'Trump Signs 2-Year Bipartisan Budget Deal: 5 Top Winners', 'Bloodbath In Drilling Stocks: Time For A Rebound', 'First Pacific Advisors Buys Expedia Inc, Orion Engineered Carbons SA, Axalta Coating Systems, ...']",1
2018-02-13,"[26439.48, 26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61]","['Gold And Silver - Divergence Could Lead To Opportunity', 'HCP Beats Q4 FFO Estimates, Boosts Life-Science Portfolio', 'Financial Exchange Stock Talk: Andrew Hecht On Commodities', 'Regional Management beats by $0.03, beats on revenue', ""Fs Investment Corp (FSIC) CEO Michael C. Forman Bought $—47,'58 of Shares""]",1
2018-02-14,"[26076.89, 26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03]","['Ohr Pharmaceutical Reports Fiscal First Quarter —…–8 Financial Results', 'Implied Volatility Surging for QEP Resources (QEP) Stock Options', 'Sherwin Williams declares $0.86 dividend', 'Eyeing Up Winners (And Losers) In The U.S. Tax Overhaul', 'Energy/Materials - Top Gainers / Losers as of 2:00 pm (2/14/2018)']",1
2018-02-15,"[26149.39, 26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12]","[""CBIZ's (CBZ) CEO Jerry Grisko on Q4 2017 Results - Earnings Call Transcript"", ""Will Cost Cuts Boost Kraft Heinz's (KHC) Earnings in Q4?"", 'Agios (AGIO) Q4 Loss Wider Than Expected, Revenues Slump Y/Y', 'Cypress Semiconductor Earns RS Rating Upgrade', 'CBIZ beats estimates in Q4']",1
2018-02-16,"[26186.71, 25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66]","[""American Water Works (AWK) Q4 Earnings: What's in the Offing?"", '9 Stocks Robert Olstein Continues to Buy', 'Gerdau to Divest Two Hydroelectric Plants to Kinross Gold', 'Kinross Gold Corp. Tumbles Almost 7%', 'ITG authorized to repurchase an additional 4M shares']",1
2018-02-20,"[25520.96, 24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66, 24946.51]","['Valuation Dashboard: Utilities - Update', 'QTS tops highest FFO view with Q4 earnings', ""What's in the Cards for Newmont (NEM) This Earnings Season?"", ""U.S. Economy: Trump Could Rechristen 'King Dollar'"", 'Mesabi Trust: 18% Dividend Yield With Price Appreciation Potential']",0
2018-02-21,"[24345.75, 24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66, 24946.51, 24610.91]","['A Status Report On My Dividend Growth Portfolio: Dividend Yield 5%, Dividend Growth 4%', 'FormFactor appoints CFO', ""Grupo Televisa's (TV) CEO Alfonso de Angoitia on Q4 2017 Results - Earnings Call Transcript"", 'BD (BDX) Launches PAXgene in Europe for Advanced DNA Testing', 'Newell Brands Inc.: Underpriced']",0
2018-02-22,"[24912.77, 24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66, 24946.51, 24610.91, 24727.27]","['Premarket Losers as of 9:05 am (2/22/2018)', ""Fiserv Inc (FISV) Files –…-K for the Fiscal Year Ended on December '–, —…–7"", 'Energy Transfer Partners: Blowout Quarter', ""Tractor Supply Co (TSCO) Files –…-K for the Fiscal Year Ended on December '–, —…–7"", 'Humana Inc. 2017 Q4 - Results - Earnings Call Slides']",1
2018-02-23,"[24893.35, 23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66, 24946.51, 24610.91, 24727.27, 24682.31]","[""Corcept's (CORT) Earnings and Sales Meet Estimates in Q4"", ""Zoe's Kitchen Is Going To The Single Digits"", 'Sangamo Therapeutics, Inc. 2017 Q4 - Results - Earnings Call Slides', 'The Outlook For China', ""Your Daily Pharma Scoop: Dynavax Achieves Major Milestone, GW Pharmaceuticals GWP42006 Fails, Sangamo Signs Deal With Gilead's Kite Unit""]",1
2018-02-26,"[23860.46, 24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66, 24946.51, 24610.91, 24727.27, 24682.31, 23957.89]","['Berkshire Hathaway (BRK.B) Q4 Earnings Benefit From Tax Cut', ""Tracking Al Gore's Generation Investment Management Portfolio - Q4 2017 Update"", 'Enerplus goes ex-dividend tomorrow', 'Government Properties misses by $0.04, misses on revenue', 'Gaia beats by $0.08, beats on revenue']",1
2018-02-27,"[24190.9, 24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66, 24946.51, 24610.91, 24727.27, 24682.31, 23957.89, 23533.2]","[""Sotherly Hotels' (SOHO) Andrew Sims on Q4 2017 Results - Earnings Call Transcript"", 'Shorting Non-Performing Credit Card And Auto Loans With PRA Group', 'Stocks Showing Rising Market Leadership: Winnebago Industries Earns 82 RS Rating', 'BMO sees Winnebago cruising to new heights', 'Achillion Pharmaceuticals (ACHN) Soars: Stock Adds 15.4% in Session']",0
2018-02-28,"[24601.27, 24640.45, 24893.49, 25200.37, 25219.38, 24964.75, 24797.78, 24962.48, 25309.99, 25709.27, 25410.03, 25029.2, 24608.98, 24538.06, 24874.76, 24884.12, 24801.36, 24895.21, 25335.74, 25178.61, 25007.03, 24758.12, 24873.66, 24946.51, 24610.91, 24727.27, 24682.31, 23957.89, 23533.2, 24202.6]","['Stoneridge beats by $0.03, beats on revenue', 'Town Sports reports Q4 results', ""La Quinta Holding's (LQ) CEO Keith Cline on Q4 2017 Results - Earnings Call Transcript"", ""Lowe's (LOW) Stock Falls on Q4 Earnings Miss, Soft '18 View"", 'Tenet Healthcare (THC) Surges: Stock Moves 8.9% Higher']",0
